churn_id,customer_id,customer_segment,customer_country,customer_city,is_churned,churn_flag,churn_date,days_since_churn,churn_reason,churn_category,churn_risk_score,churn_probability,subscription_type,customer_age_months,total_spend_usd,avg_order_value_usd,num_purchases,satisfaction_score,satisfaction_level,support_tickets,returns_count,days_since_last_purchase,customer_lifetime_value_usd,engagement_level,prevention_method,support_interactions,last_support_channel,feedback_score,loyalty_score,marketing_emails_sent,marketing_emails_opened,marketing_emails_clicked,marketing_conversions,social_media_engagement,referral_count,is_high_risk_customer,predicted_churn,customer_retention_cost_usd,recovery_revenue_usd,dataset_year,churn_rate_indicator,customer_value_category,churn_risk_category,churn_revenue_impact_usd,customer_health_score,customer_health_category,retention_probability
CHURN-000075,CUST-031555,Consumer,Netherlands,Rotterdam,Yes,1,2026-10-25 00:00:00,115,Account Issues,Involuntary,94,0.94,None,38,25454.11,1958.01,13,5,Very Satisfied,14,9,119,24375.78,Low,None,3,Self-Service,3,47.9,0,0,0,0,None,8,Yes,Yes,160.03,69.35,2026,High,High Value,Very High,10181.644,100,Excellent,0.1
CHURN-000076,CUST-025828,Consumer,Brazil,Fortaleza,Yes,1,2026-11-20 00:00:00,78,Shipping Issues,Involuntary,45,0.45,Premium,7,8670.92,394.13,22,2,Dissatisfied,4,2,79,10960.61,High,None,1,Chat,10,57.1,1,1,1,0,Low,15,No,No,113.3,246.08,2026,Medium,Medium Value,Medium,3468.3680000000004,100,Excellent,0.1
CHURN-000077,CUST-044661,Premium,Mexico,Mexico City,No,0,Not Applicable,0,Not Applicable,Not Applicable,7,0.07,Premium,41,15995.47,1332.96,12,3,Neutral,6,6,206,15409.66,Medium,None,6,Store Visit,1,93.5,33,1,14,6,None,8,No,No,19.89,216.01,2026,Low,High Value,Very Low,0.0,100,Excellent,0.93
CHURN-000078,CUST-016027,Consumer,United States,Dallas,No,0,Not Applicable,0,Not Applicable,Not Applicable,41,0.41,Premium,40,29990.45,1071.09,28,4,Satisfied,11,6,91,36945.33,High,None,3,Email,10,83.6,41,9,34,5,Low,7,No,No,17.49,362.49,2026,Low,High Value,Medium,0.0,100,Excellent,0.59
CHURN-000079,CUST-048130,Enterprise,United Kingdom,Liverpool,Yes,1,2026-05-16 00:00:00,127,Shipping Issues,Involuntary,75,0.75,Enterprise,42,31553.62,1262.14,25,1,Very Dissatisfied,19,5,243,38583.43,Low,None,5,Email,4,53.3,8,2,7,1,None,15,Yes,Yes,190.02,362.42,2026,High,High Value,High,12621.448,55,Fair,0.1
CHURN-000080,CUST-029289,Premium,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,13,0.13,Premium,55,29415.55,2674.14,11,5,Very Satisfied,2,8,32,27316.59,High,None,4,Social Media,4,8.2,5,3,0,0,Medium,17,No,No,124.8,406.56,2026,Low,High Value,Very Low,0.0,100,Excellent,0.87
CHURN-000081,CUST-047290,Consumer,Saudi Arabia,Khobar,No,0,Not Applicable,0,Not Applicable,Not Applicable,28,0.28,None,36,7031.88,175.8,40,5,Very Satisfied,13,1,150,9141.16,Medium,None,17,Phone,2,3.8,29,15,12,2,None,19,No,No,27.62,432.79,2026,Low,Medium Value,Low,0.0,100,Excellent,0.72
CHURN-000082,CUST-007494,Enterprise,Australia,Canberra,No,0,Not Applicable,0,Not Applicable,Not Applicable,21,0.21,Enterprise,47,49005.78,2722.54,18,4,Satisfied,11,4,23,57920.79,Medium,Loyalty Points,10,Email,10,42.6,14,3,12,0,High,1,No,No,131.69,499.32,2026,Low,High Value,Low,0.0,100,Excellent,0.79
CHURN-000083,CUST-008393,Premium,Saudi Arabia,Riyadh,Yes,1,2026-02-18 00:00:00,7,Better Price Elsewhere,Competitive,55,0.55,Premium,34,39063.63,2441.48,16,2,Dissatisfied,4,6,42,36812.38,Low,None,2,Store Visit,4,79.7,7,5,7,4,Low,6,No,No,89.1,147.68,2026,Medium,High Value,Medium,15625.452,85,Excellent,0.1
CHURN-000084,CUST-022912,Small Business,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,41,0.41,Basic,56,1568.54,92.27,17,5,Very Satisfied,0,7,79,1273.54,Low,None,3,Email,7,93.3,14,10,8,7,Low,15,No,No,55.75,478.57,2026,Low,Low Value,Medium,0.0,100,Excellent,0.59
CHURN-000085,CUST-014063,Consumer,Brazil,Salvador,Yes,1,2026-10-15 00:00:00,177,Shipping Issues,Involuntary,42,0.42,None,46,40859.49,1167.41,35,2,Dissatisfied,10,0,173,51927.07,Medium,None,7,Email,4,46.7,25,15,1,1,Low,17,No,No,132.09,262.63,2026,Medium,High Value,Medium,16343.796,55,Fair,0.1
CHURN-000086,CUST-030370,Consumer,Mexico,Queretaro,Yes,1,2026-06-06 00:00:00,39,Poor Product Quality,Involuntary,21,0.21,Basic,20,6326.94,287.59,22,4,Satisfied,17,0,85,7037.63,High,None,9,Social Media,4,7.8,13,3,4,3,High,4,No,No,96.24,183.32,2026,Medium,Medium Value,Low,2530.776,100,Excellent,0.1
CHURN-000087,CUST-033235,Consumer,Germany,Stuttgart,Yes,1,2026-12-09 00:00:00,171,Poor Product Quality,Involuntary,25,0.25,None,12,17346.53,788.48,22,3,Neutral,15,6,47,18437.81,Medium,None,16,Store Visit,7,18.6,6,3,4,0,Medium,9,No,No,163.75,250.84,2026,Medium,High Value,Low,6938.611999999999,85,Excellent,0.1
CHURN-000088,CUST-019746,Small Business,Netherlands,Groningen,No,0,Not Applicable,0,Not Applicable,Not Applicable,76,0.76,Basic,59,10866.85,1207.43,9,1,Very Dissatisfied,16,5,25,13121.37,Low,None,10,Phone,7,26.6,33,13,12,8,Low,8,Yes,Yes,31.92,416.51,2026,Medium,High Value,High,0.0,75,Good,0.24
CHURN-000089,CUST-046594,Small Business,France,Nice,No,0,Not Applicable,0,Not Applicable,Not Applicable,58,0.58,None,46,4979.68,829.95,6,2,Dissatisfied,3,6,80,5325.01,High,Free Trial,3,Chat,7,83.6,16,5,6,5,Low,10,No,No,28.97,310.5,2026,Medium,Low Value,Medium,0.0,70,Good,0.42
CHURN-000090,CUST-028172,Premium,India,Mumbai,Yes,1,2026-04-06 00:00:00,131,Found Alternative,Competitive,31,0.31,Premium,18,6368.13,159.2,40,3,Neutral,16,8,30,7713.48,High,None,10,Social Media,5,8.8,35,24,23,3,Low,3,No,No,91.15,172.82,2026,Medium,Medium Value,Low,2547.2520000000004,100,Excellent,0.1
CHURN-000091,CUST-033940,Small Business,United Kingdom,Liverpool,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,49,49573.8,2609.15,19,3,Neutral,0,4,308,53374.45,Medium,Loyalty Points,1,Email,10,92.2,43,22,33,4,High,9,No,No,1.8,251.27,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-000092,CUST-029767,Consumer,Netherlands,Amsterdam,No,0,Not Applicable,0,Not Applicable,Not Applicable,14,0.14,Basic,28,26786.61,1785.77,15,4,Satisfied,5,3,255,31143.73,High,None,4,Self-Service,10,65.0,12,7,7,4,Low,2,No,No,154.75,280.95,2026,Low,High Value,Very Low,0.0,100,Excellent,0.86
CHURN-000093,CUST-015857,Consumer,Saudi Arabia,Dhahran,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Basic,48,42818.34,0.0,0,1,Very Dissatisfied,8,9,37,43411.78,Medium,None,10,Email,4,2.9,45,37,10,5,None,17,No,No,90.41,266.17,2026,Low,High Value,Low,0.0,75,Good,0.73
CHURN-000094,CUST-047922,Small Business,Pakistan,Gujranwala,No,0,Not Applicable,0,Not Applicable,Not Applicable,19,0.19,Basic,27,4938.6,123.47,40,5,Very Satisfied,9,9,71,4083.22,Medium,None,9,Self-Service,1,14.5,19,12,16,3,None,1,No,No,157.25,56.29,2026,Low,Low Value,Very Low,0.0,100,Excellent,0.81
CHURN-000095,CUST-011958,Consumer,Germany,Leipzig,No,0,Not Applicable,0,Not Applicable,Not Applicable,26,0.26,Basic,1,41594.92,0.0,0,5,Very Satisfied,15,2,52,47131.43,High,None,4,Chat,10,38.4,7,7,2,0,Low,11,No,No,81.2,453.64,2026,Low,High Value,Low,0.0,100,Excellent,0.74
CHURN-000096,CUST-035595,Consumer,Canada,Quebec City,Yes,1,2026-04-29 00:00:00,171,Poor Customer Service,Involuntary,67,0.67,None,15,33843.23,4230.4,8,1,Very Dissatisfied,13,6,66,29893.57,Medium,None,5,Social Media,2,54.1,13,8,0,0,None,10,No,Yes,85.13,245.58,2026,Medium,High Value,High,13537.292,35,Poor,0.1
CHURN-000097,CUST-012970,Premium,Netherlands,Amsterdam,No,0,Not Applicable,0,Not Applicable,Not Applicable,21,0.21,Premium,1,34602.54,11534.18,3,3,Neutral,10,7,357,29545.86,High,None,14,Self-Service,6,53.8,10,4,3,2,None,16,No,No,196.63,397.53,2026,Low,High Value,Low,0.0,100,Excellent,0.79
CHURN-000098,CUST-033749,Consumer,Singapore,Singapore,Yes,1,2026-10-20 00:00:00,26,Technical Issues,Involuntary,88,0.88,Basic,36,672.67,13.73,49,2,Dissatisfied,16,1,65,713.66,Low,None,7,Store Visit,6,26.5,41,17,12,8,Low,10,Yes,Yes,85.94,41.27,2026,High,Very Low Value,Very High,269.068,75,Good,0.1
CHURN-000099,CUST-034015,Enterprise,France,Paris,Yes,1,2026-06-11 00:00:00,59,Better Price Elsewhere,Competitive,48,0.48,Enterprise,8,22691.64,1194.3,19,1,Very Dissatisfied,19,1,42,20874.83,Medium,None,16,Social Media,2,81.8,33,19,4,0,Low,3,No,No,23.11,309.34,2026,Medium,High Value,Medium,9076.655999999999,75,Good,0.1
CHURN-000100,CUST-015491,Consumer,Singapore,Singapore,Yes,1,2026-04-16 00:00:00,37,Better Price Elsewhere,Competitive,42,0.42,Basic,24,30910.07,5151.68,6,2,Dissatisfied,2,1,57,30187.14,Medium,None,5,Social Media,5,68.3,36,21,1,0,Low,5,No,No,66.73,160.36,2026,Medium,High Value,Medium,12364.028,95,Excellent,0.1
CHURN-000101,CUST-009540,Consumer,Canada,Montreal,Yes,1,2026-08-23 00:00:00,98,Shipping Issues,Involuntary,61,0.61,None,36,13688.97,855.56,16,1,Very Dissatisfied,4,6,1,17685.62,Medium,None,1,Email,2,10.5,6,4,2,0,None,12,No,No,62.24,87.76,2026,Medium,High Value,High,5475.588000000001,55,Fair,0.1
CHURN-000102,CUST-008608,Premium,Netherlands,Groningen,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Premium,33,24870.52,994.82,25,3,Neutral,2,1,330,31955.07,Medium,Free Trial,1,Self-Service,5,62.3,34,1,22,0,Medium,19,No,No,115.47,108.91,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-000103,CUST-020547,Consumer,United Arab Emirates,Dubai,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,None,28,639.34,58.12,11,3,Neutral,4,4,359,597.17,Medium,None,4,Chat,4,75.1,24,1,21,5,None,6,No,No,154.32,299.91,2026,Low,Very Low Value,Very Low,0.0,75,Good,0.83
CHURN-000104,CUST-024611,Premium,United Kingdom,Edinburgh,No,0,Not Applicable,0,Not Applicable,Not Applicable,6,0.06,Basic,10,36198.47,1340.68,27,5,Very Satisfied,6,5,8,37910.55,Medium,None,9,Social Media,10,53.7,42,7,30,8,Low,4,No,No,56.99,388.93,2026,Low,High Value,Very Low,0.0,100,Excellent,0.94
CHURN-000105,CUST-041859,Consumer,Saudi Arabia,Khobar,Yes,1,2026-10-27 00:00:00,52,Better Price Elsewhere,Competitive,70,0.7,Basic,8,46934.26,4693.43,10,2,Dissatisfied,17,2,65,54759.21,High,None,21,Self-Service,8,5.0,5,1,5,2,None,17,No,Yes,177.54,40.59,2026,Medium,High Value,High,18773.703999999998,100,Excellent,0.1
CHURN-000106,CUST-025114,Premium,Netherlands,Groningen,Yes,1,2026-10-16 00:00:00,4,Poor Product Quality,Involuntary,47,0.47,Premium,27,19738.38,493.46,40,2,Dissatisfied,16,2,241,19967.88,Medium,None,8,Email,10,90.6,47,39,10,9,None,17,No,No,43.66,110.06,2026,Medium,High Value,Medium,7895.352000000001,85,Excellent,0.1
CHURN-000107,CUST-012558,Premium,France,Marseille,No,0,Not Applicable,0,Not Applicable,Not Applicable,12,0.12,Premium,44,6170.85,342.83,18,5,Very Satisfied,8,1,156,5629.78,High,None,0,Self-Service,10,71.5,42,38,3,3,Medium,6,No,No,115.02,321.44,2026,Low,Medium Value,Very Low,0.0,100,Excellent,0.88
CHURN-000108,CUST-007180,Premium,Pakistan,Quetta,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Basic,51,3934.39,106.33,37,2,Dissatisfied,7,6,36,3520.01,Medium,None,6,Chat,10,89.3,48,21,39,1,Medium,9,No,No,5.1,143.65,2026,Low,Low Value,Low,0.0,95,Excellent,0.73
CHURN-000109,CUST-002735,Consumer,Mexico,Mexico City,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,None,59,19352.5,1612.71,12,4,Satisfied,6,1,40,21150.84,High,None,1,Phone,8,42.2,3,2,3,1,None,19,No,No,171.82,19.21,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-000110,CUST-036166,Premium,Pakistan,Multan,Yes,1,2026-09-14 00:00:00,130,Payment Problems,Involuntary,26,0.26,Basic,17,49629.85,1102.89,45,1,Very Dissatisfied,8,1,77,40937.45,High,None,5,Store Visit,6,21.8,2,1,2,2,Low,16,No,No,23.02,58.77,2026,Medium,High Value,Low,19851.94,80,Good,0.1
CHURN-000111,CUST-034558,Consumer,Japan,Nagoya,Yes,1,2026-12-03 00:00:00,128,Too Expensive,Competitive,68,0.68,None,15,37258.53,4657.32,8,1,Very Dissatisfied,16,0,69,44606.96,High,None,7,Store Visit,8,62.4,20,0,4,0,Low,18,No,Yes,47.35,208.67,2026,Medium,High Value,High,14903.412,50,Fair,0.1
CHURN-000112,CUST-010588,Premium,Pakistan,Peshawar,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Premium,55,13997.62,538.37,26,5,Very Satisfied,3,4,66,13078.73,High,None,4,Chat,4,1.5,36,10,35,3,High,14,No,No,88.23,129.06,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-000113,CUST-015198,Consumer,Saudi Arabia,Khobar,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,42,3735.12,91.1,41,3,Neutral,1,2,62,4771.9,High,None,4,Phone,10,7.1,34,13,15,1,Medium,7,No,No,71.43,261.21,2026,Low,Low Value,Very Low,0.0,100,Excellent,1.0
CHURN-000114,CUST-012648,Small Business,Germany,Stuttgart,Yes,1,2026-12-25 00:00:00,149,No Longer Need Service,Voluntary,50,0.5,Premium,26,3613.84,116.58,31,2,Dissatisfied,9,8,364,2952.73,Medium,None,7,Store Visit,7,32.3,16,0,10,7,Low,19,No,No,123.73,307.01,2026,Medium,Low Value,Medium,1445.536,85,Excellent,0.1
CHURN-000115,CUST-039009,Small Business,Pakistan,Karachi,Yes,1,2026-05-26 00:00:00,2,Found Alternative,Competitive,21,0.21,Basic,10,27915.16,664.65,42,4,Satisfied,4,5,324,29980.75,High,None,0,Store Visit,4,1.6,44,22,19,0,None,4,No,No,98.74,38.44,2026,Medium,High Value,Low,11166.063999999998,100,Excellent,0.1
CHURN-000116,CUST-018907,Premium,Singapore,Singapore,Yes,1,2026-06-03 00:00:00,139,Poor Customer Service,Involuntary,62,0.62,Premium,56,13128.87,273.52,48,1,Very Dissatisfied,17,8,95,10949.73,High,None,13,Self-Service,7,87.4,18,17,15,6,Medium,17,No,No,29.29,491.24,2026,Medium,High Value,High,5251.548000000002,80,Good,0.1
CHURN-000117,CUST-035456,Enterprise,Spain,Murcia,No,0,Not Applicable,0,Not Applicable,Not Applicable,40,0.4,Enterprise,37,11308.71,491.68,23,2,Dissatisfied,1,7,271,13090.47,Medium,None,0,Self-Service,10,1.7,15,7,4,1,None,13,No,No,14.59,355.7,2026,Low,High Value,Low,0.0,85,Excellent,0.6
CHURN-000118,CUST-004404,Consumer,Japan,Nagoya,Yes,1,2026-10-09 00:00:00,52,Low Product Variety,Involuntary,31,0.31,Basic,29,49589.56,2917.03,17,5,Very Satisfied,1,9,81,51061.05,High,None,4,Self-Service,9,31.1,48,40,34,1,Low,19,No,No,139.85,234.69,2026,Medium,High Value,Low,19835.824,100,Excellent,0.1
CHURN-000119,CUST-026164,Premium,France,Lyon,Yes,1,2026-02-03 00:00:00,70,Poor Product Quality,Involuntary,35,0.35,Basic,2,9207.5,297.02,31,1,Very Dissatisfied,11,0,57,11005.62,Medium,Special Promotion,3,Phone,8,23.3,10,2,9,5,Low,2,No,No,20.1,105.11,2026,Medium,Medium Value,Low,3683.0,75,Good,0.1
CHURN-000120,CUST-003400,Premium,France,Lyon,No,0,Not Applicable,0,Not Applicable,Not Applicable,9,0.09,Premium,13,17628.88,1958.76,9,4,Satisfied,15,4,4,22428.36,High,None,4,Phone,5,6.5,2,0,1,1,Low,3,No,No,120.05,10.36,2026,Low,High Value,Very Low,0.0,100,Excellent,0.91
CHURN-000121,CUST-008186,Premium,Italy,Naples,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Premium,12,32635.59,0.0,0,3,Neutral,3,4,52,31077.07,Low,None,3,Store Visit,5,40.7,28,16,25,1,None,19,No,No,178.09,450.21,2026,Low,High Value,Low,0.0,100,Excellent,0.73
CHURN-000122,CUST-032847,Consumer,India,Delhi,No,0,Not Applicable,0,Not Applicable,Not Applicable,12,0.12,Basic,42,46731.75,2596.21,18,5,Very Satisfied,17,1,4,54641.33,Medium,None,18,Email,2,35.0,6,6,4,4,Low,3,No,No,96.21,11.47,2026,Low,High Value,Very Low,0.0,100,Excellent,0.88
CHURN-000123,CUST-047889,Consumer,Pakistan,Sialkot,Yes,1,2026-05-28 00:00:00,73,Shipping Issues,Involuntary,53,0.53,None,36,6902.54,1380.51,5,1,Very Dissatisfied,2,7,41,7799.19,High,None,2,Phone,9,67.3,1,0,1,1,Low,8,No,No,180.09,346.31,2026,Medium,Medium Value,Medium,2761.0159999999996,60,Fair,0.1
CHURN-000124,CUST-031974,Premium,Germany,Berlin,Yes,1,2026-10-06 00:00:00,77,No Longer Need Service,Voluntary,16,0.16,Premium,7,45781.91,11445.48,4,3,Neutral,10,5,27,42247.9,Low,None,9,Phone,8,46.5,43,7,37,9,None,18,No,No,54.35,323.49,2026,Medium,High Value,Very Low,18312.764000000006,100,Excellent,0.1
CHURN-000125,CUST-000569,Enterprise,Pakistan,Faisalabad,No,0,Not Applicable,0,Not Applicable,Not Applicable,7,0.07,Enterprise,21,4814.2,178.3,27,5,Very Satisfied,5,0,74,6089.45,Medium,None,8,Chat,2,42.8,41,1,18,3,Low,0,No,No,39.06,439.42,2026,Low,Low Value,Very Low,0.0,100,Excellent,0.93
CHURN-000126,CUST-004684,Consumer,Japan,Nagoya,No,0,Not Applicable,0,Not Applicable,Not Applicable,49,0.49,Basic,47,9093.7,909.37,10,3,Neutral,17,5,148,11037.85,Low,None,4,Store Visit,8,20.6,43,17,31,5,Medium,1,No,No,5.9,30.31,2026,Low,Medium Value,Medium,0.0,95,Excellent,0.51
CHURN-000127,CUST-007984,Consumer,United Kingdom,Manchester,Yes,1,2026-05-28 00:00:00,89,Poor Customer Service,Involuntary,32,0.32,None,5,16562.68,1380.22,12,2,Dissatisfied,7,2,29,18116.42,Medium,None,3,Phone,9,9.7,49,15,31,9,None,8,No,No,71.39,364.9,2026,Medium,High Value,Low,6625.071999999999,75,Good,0.1
CHURN-000128,CUST-021293,Consumer,United Arab Emirates,Abu Dhabi,No,0,Not Applicable,0,Not Applicable,Not Applicable,69,0.69,None,31,40584.19,863.49,47,2,Dissatisfied,0,8,354,46222.74,Medium,None,2,Chat,8,53.6,2,1,2,0,Low,7,No,Yes,17.49,7.15,2026,Medium,High Value,High,0.0,55,Fair,0.31
CHURN-000129,CUST-000794,Premium,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,52,0.52,Premium,12,25088.03,611.9,41,2,Dissatisfied,15,1,52,32417.82,High,None,7,Email,8,86.1,3,0,3,2,Medium,17,No,No,157.08,201.0,2026,Medium,High Value,Medium,0.0,100,Excellent,0.48
CHURN-000130,CUST-014368,Premium,Italy,Bari,Yes,1,2026-08-05 00:00:00,90,Better Price Elsewhere,Competitive,64,0.64,Basic,18,18503.64,4625.91,4,1,Very Dissatisfied,3,6,81,17064.49,Medium,None,1,Email,7,61.6,46,39,34,4,None,15,No,No,84.84,199.65,2026,Medium,High Value,High,7401.456,65,Good,0.1
CHURN-000131,CUST-038517,Consumer,Mexico,San Luis Potosi,Yes,1,2026-10-01 00:00:00,140,Better Price Elsewhere,Competitive,100,1.0,Basic,42,42687.63,1377.02,31,1,Very Dissatisfied,19,7,20,42307.93,Low,Discount Offer,15,Phone,6,93.5,2,1,2,0,Low,16,Yes,Yes,91.7,401.59,2026,High,High Value,Very High,17075.052,75,Good,0.1
CHURN-000132,CUST-049750,Consumer,Canada,Ottawa,No,0,Not Applicable,0,Not Applicable,Not Applicable,38,0.38,None,55,35281.67,1533.99,23,3,Neutral,16,2,69,44478.45,Medium,None,14,Email,3,55.1,18,10,5,2,Low,4,No,No,9.94,400.64,2026,Low,High Value,Low,0.0,75,Good,0.62
CHURN-000133,CUST-024355,Consumer,Pakistan,Rawalpindi,No,0,Not Applicable,0,Not Applicable,Not Applicable,15,0.15,Basic,3,47335.73,1479.24,32,1,Very Dissatisfied,0,4,15,45732.67,High,None,3,Social Media,10,38.9,44,11,28,4,Low,4,No,No,29.08,44.06,2026,Low,High Value,Very Low,0.0,100,Excellent,0.85
CHURN-000134,CUST-021371,Enterprise,France,Lille,Yes,1,2026-08-19 00:00:00,108,Slow Delivery,Involuntary,18,0.18,Enterprise,36,30555.67,1388.89,22,3,Neutral,3,6,49,36454.29,High,None,5,Social Media,4,10.2,25,23,2,0,High,17,No,No,85.28,75.86,2026,Medium,High Value,Very Low,12222.268,100,Excellent,0.1
CHURN-000135,CUST-017985,Premium,Germany,Berlin,No,0,Not Applicable,0,Not Applicable,Not Applicable,47,0.47,Premium,52,10470.7,317.29,33,1,Very Dissatisfied,2,7,74,12303.09,High,None,3,Social Media,6,20.8,23,12,23,1,Low,13,No,No,158.29,189.42,2026,Low,High Value,Medium,0.0,80,Good,0.53
CHURN-000136,CUST-023182,Premium,Canada,Toronto,Yes,1,2026-03-07 00:00:00,159,Poor Customer Service,Involuntary,49,0.49,Premium,31,27805.3,604.46,46,2,Dissatisfied,6,3,135,24071.34,Medium,None,4,Self-Service,6,91.7,3,2,3,1,None,10,No,No,138.74,124.88,2026,Medium,High Value,Medium,11122.12,85,Excellent,0.1
CHURN-000137,CUST-017931,Premium,Netherlands,Utrecht,Yes,1,2026-09-11 00:00:00,84,Payment Problems,Involuntary,55,0.55,Basic,4,40431.31,962.65,42,2,Dissatisfied,2,8,88,48911.9,High,Feedback Request,4,Chat,10,94.8,33,2,7,3,Low,16,No,No,181.58,478.45,2026,Medium,High Value,Medium,16172.524,100,Excellent,0.1
CHURN-000138,CUST-014280,Premium,Saudi Arabia,Riyadh,No,0,Not Applicable,0,Not Applicable,Not Applicable,79,0.79,Premium,16,17223.93,382.75,45,1,Very Dissatisfied,13,4,47,17199.33,Low,None,5,Social Media,7,61.9,0,0,0,0,None,6,Yes,Yes,82.58,206.68,2026,Medium,High Value,High,0.0,65,Good,0.21
CHURN-000139,CUST-004202,Premium,France,Lille,No,0,Not Applicable,0,Not Applicable,Not Applicable,3,0.03,Basic,14,38944.04,1024.84,38,3,Neutral,5,7,9,44197.19,Medium,Loyalty Points,1,Email,10,81.2,7,6,4,2,None,7,No,No,85.19,473.83,2026,Low,High Value,Very Low,0.0,100,Excellent,0.97
CHURN-000140,CUST-017599,Consumer,Australia,Canberra,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,Basic,31,42306.76,1762.78,24,4,Satisfied,9,8,161,42734.42,Medium,None,1,Phone,1,19.2,18,18,15,0,None,1,No,No,190.75,54.08,2026,Low,High Value,Low,0.0,100,Excellent,0.77
CHURN-000141,CUST-021290,Consumer,India,Lucknow,No,0,Not Applicable,0,Not Applicable,Not Applicable,39,0.39,Basic,55,48875.6,48875.6,1,3,Neutral,12,0,37,44760.55,Low,Special Promotion,9,Social Media,10,11.4,46,45,37,2,Low,15,No,No,157.49,317.14,2026,Low,High Value,Low,0.0,100,Excellent,0.61
CHURN-000142,CUST-015499,Premium,Mexico,Monterrey,No,0,Not Applicable,0,Not Applicable,Not Applicable,76,0.76,Basic,28,46017.01,2191.29,21,2,Dissatisfied,14,5,270,59318.71,Low,None,12,Social Media,10,94.5,36,30,13,8,None,2,Yes,Yes,184.96,12.33,2026,Medium,High Value,High,0.0,75,Good,0.24
CHURN-000143,CUST-012664,Enterprise,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,16,0.16,Enterprise,1,38698.21,943.86,41,5,Very Satisfied,7,2,79,45853.5,Medium,Loyalty Points,9,Store Visit,1,27.0,28,8,22,2,Medium,8,No,No,150.97,215.32,2026,Low,High Value,Very Low,0.0,100,Excellent,0.84
CHURN-000144,CUST-000126,Premium,India,Pune,Yes,1,2026-11-18 00:00:00,66,Low Product Variety,Involuntary,6,0.06,Basic,21,12381.54,1238.15,10,3,Neutral,14,2,30,11389.87,High,None,0,Self-Service,3,65.3,9,3,6,6,Low,10,No,No,0.56,150.85,2026,Medium,High Value,Very Low,4952.616000000001,100,Excellent,0.1
CHURN-000145,CUST-004418,Small Business,United States,Dallas,Yes,1,2026-01-11 00:00:00,80,Better Price Elsewhere,Competitive,50,0.5,Premium,45,9558.84,434.49,22,1,Very Dissatisfied,2,5,36,9155.77,Low,Customer Service Call,3,Store Visit,5,18.4,4,3,3,2,Low,11,No,No,92.29,368.21,2026,Medium,Medium Value,Medium,3823.5359999999996,65,Good,0.1
CHURN-000146,CUST-034752,Premium,United Arab Emirates,Fujairah,No,0,Not Applicable,0,Not Applicable,Not Applicable,57,0.57,Premium,54,8919.64,424.74,21,2,Dissatisfied,17,7,15,11025.09,Medium,None,13,Social Media,9,50.6,13,4,13,2,Medium,9,No,No,51.33,300.84,2026,Medium,Medium Value,Medium,0.0,100,Excellent,0.43
CHURN-000147,CUST-003724,Consumer,Italy,Bari,Yes,1,2026-10-25 00:00:00,41,Found Alternative,Competitive,100,1.0,None,57,2739.37,0.0,0,2,Dissatisfied,18,3,208,2837.41,Low,None,20,Self-Service,5,46.2,6,4,0,0,Low,19,Yes,Yes,114.82,156.87,2026,High,Low Value,Very High,1095.748,45,Fair,0.1
CHURN-000148,CUST-040423,Consumer,India,Pune,Yes,1,2026-11-05 00:00:00,67,Too Expensive,Competitive,66,0.66,None,38,15426.37,358.75,43,5,Very Satisfied,16,2,71,19910.57,Low,None,4,Chat,7,75.1,42,30,29,3,Low,10,No,Yes,1.21,449.55,2026,Medium,High Value,High,6170.548000000002,100,Excellent,0.1
CHURN-000149,CUST-004015,Premium,Canada,Halifax,No,0,Not Applicable,0,Not Applicable,Not Applicable,47,0.47,Basic,7,30271.93,6054.39,5,3,Neutral,19,3,45,32751.48,Low,None,10,Social Media,5,45.1,46,7,28,7,Low,7,No,No,58.61,115.58,2026,Low,High Value,Medium,0.0,100,Excellent,0.53
CHURN-000150,CUST-015726,Consumer,Germany,Dortmund,Yes,1,2026-10-17 00:00:00,20,No Longer Need Service,Voluntary,47,0.47,None,9,7551.78,686.53,11,2,Dissatisfied,9,1,51,6075.07,Medium,None,12,Chat,9,35.7,18,3,12,2,None,19,No,No,17.55,441.3,2026,Medium,Medium Value,Medium,3020.712,65,Good,0.1
