customer_id,churn_flag,customer_segment,customer_age_months,satisfaction_score,engagement_level,support_tickets,support_interactions,returns_count,days_since_last_purchase,purchase_recency_group,customer_lifetime_value_usd,total_spend_usd,avg_order_value_usd,num_purchases,churn_reason,churn_revenue_impact_usd,customer_country
CUST-014656,1,Enterprise,44,1,High,9,1,6,42,31-60 days,37870.72,45473.15,15157.72,3,Technical Issues,18189.26,France
CUST-023344,0,Consumer,27,3,Medium,9,0,6,67,61-90 days,4309.76,3854.61,550.66,7,Not Applicable,0.0,Brazil
CUST-017779,0,Premium,40,5,Medium,5,7,3,5,0-30 days,5575.92,6740.39,337.02,20,Not Applicable,0.0,India
CUST-007555,0,Small Business,25,5,High,1,4,9,357,271-365 days,20142.29,24339.49,785.14,31,Not Applicable,0.0,Spain
CUST-006123,0,Consumer,55,4,Medium,13,7,4,80,61-90 days,3656.98,4094.85,584.98,7,Not Applicable,0.0,United States
CUST-003518,0,Small Business,35,1,High,19,5,1,9,0-30 days,7444.63,7588.08,843.12,9,Not Applicable,0.0,Netherlands
CUST-016251,1,Premium,25,1,High,5,8,9,30,0-30 days,56201.91,43939.72,1255.42,35,Shipping Issues,17575.888000000006,Germany
CUST-026354,1,Consumer,12,3,Low,13,13,3,66,61-90 days,26341.47,21997.94,499.95,44,Low Product Variety,8799.176,Australia
CUST-026566,1,Premium,28,1,Medium,6,8,6,248,181-270 days,48554.57,48928.24,1164.96,42,Shipping Issues,19571.296,Germany
CUST-014705,0,Consumer,49,2,High,19,16,6,6,0-30 days,2736.52,2204.7,91.86,24,Not Applicable,0.0,United Kingdom
CUST-015616,1,Premium,37,2,Medium,1,2,7,48,31-60 days,28755.26,31335.07,1649.21,19,Better Price Elsewhere,12534.028,Canada
CUST-041530,1,Consumer,21,4,Low,11,14,2,85,61-90 days,42141.78,34071.91,2129.49,16,Payment Problems,13628.764000000005,Germany
CUST-033809,1,Premium,5,2,Medium,1,1,8,45,31-60 days,9615.57,9561.59,239.04,40,Payment Problems,3824.636,United States
CUST-001835,0,Premium,38,5,Medium,15,18,8,33,31-60 days,22705.28,18788.86,4697.22,4,Not Applicable,0.0,Netherlands
CUST-044651,0,Premium,26,5,Low,1,0,6,323,271-365 days,5127.1,6305.59,1261.12,5,Not Applicable,0.0,Brazil
CUST-008256,0,Enterprise,29,5,High,19,15,3,28,0-30 days,53457.09,43454.67,1278.08,34,Not Applicable,0.0,Japan
CUST-015001,0,Consumer,36,2,Low,7,11,9,97,91-180 days,39149.87,34336.77,2289.12,15,Not Applicable,0.0,Australia
CUST-038123,1,Consumer,16,1,Low,15,14,3,7,0-30 days,37520.05,29582.98,1095.67,27,Poor Product Quality,11833.192,Netherlands
CUST-017310,0,Consumer,59,3,Medium,7,8,0,79,61-90 days,7839.95,8313.2,244.51,34,Not Applicable,0.0,United States
CUST-049191,0,Enterprise,17,1,High,3,4,9,304,271-365 days,63425.2,49415.52,3801.19,13,Not Applicable,0.0,Netherlands
CUST-037538,1,Consumer,53,1,Low,17,12,7,87,61-90 days,48581.88,39307.1,1062.35,37,Better Price Elsewhere,15722.84,Singapore
CUST-023447,0,Consumer,12,3,Low,2,2,9,83,61-90 days,3147.57,3328.48,369.83,9,Not Applicable,0.0,Netherlands
CUST-005022,0,Premium,18,3,Low,7,0,9,336,271-365 days,57653.6,47906.97,998.06,48,Not Applicable,0.0,Netherlands
CUST-006136,1,Consumer,33,4,Medium,3,4,8,198,181-270 days,46679.95,45959.7,1209.47,38,Technical Issues,18383.88,United States
CUST-040223,0,Small Business,27,4,High,8,6,3,48,31-60 days,44703.3,34542.18,1233.65,28,Not Applicable,0.0,United Kingdom
CUST-022136,1,Consumer,58,1,Medium,17,18,9,22,0-30 days,44649.28,49791.56,2766.2,18,Technical Issues,19916.624,United Kingdom
CUST-033555,1,Consumer,4,2,Low,16,11,1,311,271-365 days,60455.88,49141.04,1535.66,32,Poor Customer Service,19656.416,Canada
CUST-017151,1,Consumer,11,5,Medium,11,2,9,348,271-365 days,6232.69,4972.71,165.76,30,Payment Problems,1989.084,United Kingdom
CUST-049657,0,Consumer,41,3,Medium,7,5,7,21,0-30 days,29540.92,23831.59,722.17,33,Not Applicable,0.0,Mexico
CUST-007427,0,Consumer,12,3,Medium,2,1,9,83,61-90 days,56795.07,49938.84,4993.88,10,Not Applicable,0.0,Australia
CUST-017014,1,Small Business,30,4,High,2,6,9,2,0-30 days,38536.57,40419.05,8083.81,5,Poor Product Quality,16167.620000000004,Spain
CUST-025538,1,Consumer,35,3,Low,9,4,3,65,61-90 days,40240.59,33254.49,811.09,41,Too Expensive,13301.796,United Kingdom
CUST-043200,0,Consumer,26,4,High,10,6,7,309,271-365 days,7187.87,8781.1,585.41,15,Not Applicable,0.0,France
CUST-030963,1,Small Business,21,3,Medium,11,14,5,19,0-30 days,39396.18,38850.15,903.49,43,Found Alternative,15540.06,Germany
CUST-026605,1,Premium,12,3,Low,4,3,8,19,0-30 days,52563.7,42955.92,10738.98,4,Unhappy with Return Policy,17182.368000000002,Singapore
CUST-021082,1,Consumer,22,2,Medium,19,22,8,310,271-365 days,2496.83,2201.16,68.79,32,Account Issues,880.4639999999997,India
CUST-040379,1,Consumer,12,4,Low,0,1,8,76,61-90 days,46158.85,49644.47,1773.02,28,Low Product Variety,19857.788,United States
CUST-031659,0,Enterprise,59,1,High,11,10,1,16,0-30 days,45375.78,47059.38,1809.98,26,Not Applicable,0.0,Italy
CUST-006114,1,Small Business,34,3,Low,14,6,4,185,181-270 days,8400.15,6528.46,1632.12,4,Low Product Variety,2611.384,United Arab Emirates
CUST-013686,0,Consumer,25,2,Medium,3,0,6,10,0-30 days,53818.76,41811.8,2459.52,17,Not Applicable,0.0,Australia
CUST-005395,1,Consumer,33,1,Low,7,1,0,49,31-60 days,42616.46,35070.97,947.86,37,Better Price Elsewhere,14028.388,United Kingdom
CUST-017014,0,Small Business,30,4,High,2,3,9,2,0-30 days,38536.57,40419.05,8083.81,5,Not Applicable,0.0,Spain
CUST-033504,0,Small Business,12,1,Medium,18,3,5,346,271-365 days,10560.7,10585.42,341.47,31,Not Applicable,0.0,Spain
CUST-030972,0,Consumer,37,2,High,0,3,5,37,31-60 days,32511.46,32732.49,884.66,37,Not Applicable,0.0,Japan
CUST-021358,0,Small Business,59,5,Medium,0,0,0,76,61-90 days,24219.29,21005.98,1050.3,20,Not Applicable,0.0,Brazil
CUST-045455,0,Premium,23,4,High,11,12,2,67,61-90 days,51286.2,45836.21,1637.01,28,Not Applicable,0.0,Netherlands
CUST-003561,0,Consumer,23,5,Medium,7,11,7,60,31-60 days,39996.91,48710.43,1391.73,35,Not Applicable,0.0,Australia
CUST-017063,1,Small Business,37,2,Low,17,21,8,33,31-60 days,26849.07,29168.61,810.24,36,Poor Product Quality,11667.444,United States
CUST-017695,0,Consumer,25,5,High,12,11,8,312,271-365 days,49388.81,42198.51,879.14,48,Not Applicable,0.0,Singapore
CUST-028724,1,Consumer,24,1,High,19,8,7,8,0-30 days,17846.09,18168.12,1816.81,10,Low Product Variety,7267.248,United Kingdom
CUST-023036,1,Consumer,43,3,Low,13,6,5,31,31-60 days,77.8,69.55,4.09,17,Found Alternative,27.82,Netherlands
CUST-048930,0,Consumer,50,4,Medium,3,6,6,242,181-270 days,47789.39,48276.79,985.24,49,Not Applicable,0.0,Australia
CUST-040229,0,Enterprise,19,1,High,12,1,3,304,271-365 days,43164.83,49853.72,8308.95,6,Not Applicable,0.0,Singapore
CUST-030950,0,Premium,32,1,Medium,18,13,1,63,61-90 days,34856.62,27355.25,828.95,33,Not Applicable,0.0,Netherlands
CUST-048899,1,Consumer,1,1,High,15,6,8,62,61-90 days,48711.04,42897.57,2681.1,16,Poor Product Quality,17159.028000000002,Saudi Arabia
CUST-042379,0,Small Business,10,1,Low,8,8,8,64,61-90 days,34862.28,35589.96,912.56,39,Not Applicable,0.0,United States
CUST-047328,0,Enterprise,26,1,Medium,10,11,8,221,181-270 days,37441.43,33412.75,1392.2,24,Not Applicable,0.0,Canada
CUST-030868,1,Small Business,12,3,Medium,13,1,0,101,91-180 days,44381.89,39634.98,900.8,44,Low Product Variety,15853.992000000002,Netherlands
CUST-022530,0,Consumer,29,5,Medium,18,9,7,26,0-30 days,51907.98,40729.36,1313.85,31,Not Applicable,0.0,United Arab Emirates
CUST-029683,0,Premium,55,3,Medium,0,3,0,57,31-60 days,17184.24,17660.42,1605.49,11,Not Applicable,0.0,Mexico
CUST-038296,0,Premium,19,4,High,9,4,2,158,91-180 days,55490.54,45600.78,1085.73,42,Not Applicable,0.0,United Kingdom
CUST-003056,1,Premium,22,1,High,12,15,9,9,0-30 days,13636.75,16418.57,608.1,27,Poor Customer Service,6567.428000000001,Germany
CUST-044592,1,Consumer,8,2,Low,3,4,5,54,31-60 days,26450.84,22610.77,869.64,26,Payment Problems,9044.308,Japan
CUST-039797,0,Enterprise,51,1,Low,4,0,5,61,61-90 days,39152.13,46183.54,11545.89,4,Not Applicable,0.0,Japan
CUST-005507,0,Small Business,54,5,High,14,15,5,128,91-180 days,53692.95,45639.75,1037.27,44,Not Applicable,0.0,Japan
CUST-029748,0,Small Business,31,1,High,4,4,4,122,91-180 days,15708.68,18819.71,940.99,20,Not Applicable,0.0,Mexico
CUST-028769,0,Consumer,49,5,High,19,1,9,344,271-365 days,29187.1,32433.43,3243.34,10,Not Applicable,0.0,Singapore
CUST-033526,1,Premium,9,2,Medium,4,4,0,327,271-365 days,34615.39,35879.07,1559.96,23,Poor Customer Service,14351.628,Mexico
CUST-045351,0,Consumer,41,1,High,3,2,1,77,61-90 days,47634.07,41851.73,854.12,49,Not Applicable,0.0,Japan
CUST-015750,0,Enterprise,29,4,Low,7,11,6,200,181-270 days,2897.26,2310.7,64.19,36,Not Applicable,0.0,Mexico
CUST-040344,0,Premium,19,2,Low,7,8,2,53,31-60 days,27869.53,33533.08,2235.54,15,Not Applicable,0.0,France
CUST-008106,0,Consumer,32,1,High,8,2,0,139,91-180 days,1758.35,1420.19,129.11,11,Not Applicable,0.0,Singapore
CUST-040785,0,Small Business,17,1,Medium,10,12,3,126,91-180 days,14282.27,13813.12,3453.28,4,Not Applicable,0.0,Saudi Arabia
CUST-045200,1,Consumer,26,2,Low,5,7,3,9,0-30 days,32045.94,28513.55,581.91,49,Found Alternative,11405.42,Singapore
CUST-039786,0,Premium,20,5,Low,10,1,3,64,61-90 days,36178.29,30204.01,671.2,45,Not Applicable,0.0,France
CUST-012210,1,Consumer,56,2,High,11,7,9,348,271-365 days,6000.28,6612.76,134.95,49,Found Alternative,2645.1040000000007,Singapore
CUST-026132,0,Premium,24,5,High,4,3,4,178,91-180 days,45624.86,37084.45,37084.45,1,Not Applicable,0.0,Japan
CUST-048116,1,Enterprise,57,4,Medium,8,8,4,83,61-90 days,28416.14,25222.12,813.62,31,Account Issues,10088.848,Mexico
CUST-019673,0,Consumer,13,1,Medium,15,2,3,51,31-60 days,41891.21,45710.71,2856.92,16,Not Applicable,0.0,United Arab Emirates
CUST-001788,0,Consumer,55,1,Medium,9,8,3,54,31-60 days,15646.02,14575.06,355.49,41,Not Applicable,0.0,Brazil
CUST-039606,0,Premium,20,5,High,4,6,0,72,61-90 days,10550.83,8812.47,440.62,20,Not Applicable,0.0,Australia
CUST-040585,0,Premium,2,4,Medium,5,9,6,9,0-30 days,51209.12,40709.14,2035.46,20,Not Applicable,0.0,Netherlands
CUST-003526,0,Premium,47,2,High,9,9,9,200,181-270 days,18954.9,19856.03,601.7,33,Not Applicable,0.0,Australia
CUST-028134,0,Premium,32,3,Low,0,1,5,225,181-270 days,14353.7,12581.55,279.59,45,Not Applicable,0.0,Netherlands
CUST-003348,0,Premium,57,3,High,9,2,5,53,31-60 days,780.15,603.65,603.65,1,Not Applicable,0.0,Netherlands
CUST-003095,1,Premium,40,3,High,10,14,7,78,61-90 days,42769.91,49669.69,1379.71,36,Found Alternative,19867.876000000004,France
CUST-012784,0,Consumer,52,5,Low,10,10,0,74,61-90 days,12715.94,10813.89,2162.78,5,Not Applicable,0.0,Pakistan
CUST-039605,1,Small Business,13,2,Medium,11,8,3,42,31-60 days,49371.73,47657.02,1537.32,31,Poor Customer Service,19062.808,Netherlands
CUST-005662,0,Small Business,31,2,Medium,9,5,5,51,31-60 days,14947.47,11658.31,485.76,24,Not Applicable,0.0,India
CUST-001003,0,Premium,4,4,Low,2,1,4,297,271-365 days,55851.52,45653.97,1902.25,24,Not Applicable,0.0,United Kingdom
CUST-025748,1,Consumer,26,2,High,14,18,9,33,31-60 days,14196.06,12139.25,357.04,34,Better Price Elsewhere,4855.7,Brazil
CUST-020912,0,Small Business,5,4,Medium,13,12,5,11,0-30 days,1884.22,1908.02,1908.02,1,Not Applicable,0.0,Netherlands
CUST-011055,0,Premium,58,4,Low,4,7,3,64,61-90 days,52367.38,42589.35,10647.34,4,Not Applicable,0.0,Germany
CUST-023706,1,Premium,29,5,Low,18,6,3,83,61-90 days,17699.18,16529.67,569.99,29,Poor Customer Service,6611.868,Singapore
CUST-012152,0,Small Business,15,1,Low,6,3,9,81,61-90 days,3700.03,3211.09,80.28,40,Not Applicable,0.0,Singapore
CUST-040596,0,Premium,29,2,Medium,19,3,4,226,181-270 days,11564.27,14309.98,461.61,31,Not Applicable,0.0,France
CUST-042598,1,Consumer,20,5,Low,15,18,8,173,91-180 days,16755.52,13351.05,556.29,24,Poor Product Quality,5340.42,France
CUST-009886,1,Consumer,25,1,Low,11,4,9,50,31-60 days,33364.3,27438.2,914.61,30,Payment Problems,10975.28,Brazil
CUST-005138,0,Premium,28,2,High,15,1,9,65,61-90 days,27442.54,33501.59,3722.4,9,Not Applicable,0.0,United States
CUST-033702,0,Consumer,59,3,Medium,0,3,9,17,0-30 days,4960.43,3875.64,161.48,24,Not Applicable,0.0,Spain
CUST-035107,0,Premium,40,4,Low,12,4,3,27,0-30 days,17017.78,16672.42,5557.47,3,Not Applicable,0.0,Italy
CUST-004955,0,Premium,52,3,Low,5,7,3,42,31-60 days,42818.14,36240.28,12080.09,3,Not Applicable,0.0,Pakistan
CUST-032709,1,Premium,48,1,Low,3,4,6,88,61-90 days,18453.11,14529.41,382.35,38,Low Product Variety,5811.764,United Kingdom
CUST-005418,1,Consumer,14,5,Low,4,6,6,187,181-270 days,28612.31,28012.26,1167.18,24,Shipping Issues,11204.904,Japan
CUST-007252,0,Premium,50,2,Medium,0,1,6,78,61-90 days,28413.06,22478.01,510.86,44,Not Applicable,0.0,India
CUST-035982,0,Consumer,56,1,High,10,8,0,49,31-60 days,45543.24,45828.18,22914.09,2,Not Applicable,0.0,Brazil
CUST-029811,0,Consumer,32,2,Medium,6,7,5,49,31-60 days,33540.36,35133.57,11711.19,3,Not Applicable,0.0,India
CUST-023233,0,Consumer,6,5,Medium,16,16,9,130,91-180 days,8106.84,6805.58,309.34,22,Not Applicable,0.0,Japan
CUST-013687,0,Premium,35,3,High,18,4,6,313,271-365 days,44726.74,46207.44,4620.74,10,Not Applicable,0.0,United Kingdom
CUST-026221,0,Consumer,8,3,Medium,13,13,3,138,91-180 days,45789.73,45453.84,1108.63,41,Not Applicable,0.0,Singapore
CUST-005885,0,Consumer,20,1,High,8,1,8,49,31-60 days,51756.16,40020.74,976.12,41,Not Applicable,0.0,Mexico
CUST-017939,1,Small Business,10,2,Low,13,9,2,33,31-60 days,51544.92,44815.5,7469.25,6,Technical Issues,17926.2,Canada
CUST-015338,1,Enterprise,19,3,Medium,18,6,5,14,0-30 days,10302.69,9436.31,235.91,40,Shipping Issues,3774.524,United Kingdom
CUST-030657,0,Enterprise,35,2,Medium,1,4,9,1,0-30 days,46056.45,43321.7,1007.48,43,Not Applicable,0.0,Saudi Arabia
CUST-008809,0,Small Business,48,5,High,4,6,1,22,0-30 days,58357.0,49109.55,1142.08,43,Not Applicable,0.0,Brazil
CUST-039340,0,Small Business,8,3,Medium,3,2,3,34,31-60 days,42757.33,35319.28,7063.86,5,Not Applicable,0.0,Australia
CUST-026227,0,Premium,9,4,High,6,7,6,329,271-365 days,10675.34,13037.87,343.1,38,Not Applicable,0.0,United States
CUST-038461,0,Premium,7,3,Low,2,6,6,17,0-30 days,51476.28,40641.51,4064.15,10,Not Applicable,0.0,United Arab Emirates
CUST-039473,0,Consumer,18,3,High,8,10,7,79,61-90 days,50325.57,39769.55,1657.06,24,Not Applicable,0.0,Netherlands
CUST-031769,0,Premium,17,4,Medium,2,2,6,76,61-90 days,43306.27,48528.0,2426.4,20,Not Applicable,0.0,United Kingdom
CUST-007173,1,Premium,52,4,Medium,19,13,7,226,181-270 days,15570.91,16765.04,2095.63,8,Poor Product Quality,6706.016000000001,Spain
CUST-019283,1,Small Business,21,3,Medium,1,1,8,15,0-30 days,35236.35,29836.63,4972.77,6,Payment Problems,11934.652000000002,Saudi Arabia
CUST-046328,0,Small Business,20,1,Medium,2,6,2,100,91-180 days,7439.58,7861.74,291.18,27,Not Applicable,0.0,Brazil
CUST-005511,0,Small Business,54,2,Medium,13,12,4,7,0-30 days,48373.51,37583.02,767.0,49,Not Applicable,0.0,Netherlands
CUST-015483,0,Consumer,24,5,Medium,15,3,6,23,0-30 days,10330.75,7993.9,380.66,21,Not Applicable,0.0,Italy
CUST-017844,0,Small Business,25,5,High,5,7,5,38,31-60 days,42190.44,45174.1,1101.81,41,Not Applicable,0.0,Saudi Arabia
CUST-017333,0,Small Business,40,3,High,4,7,0,301,271-365 days,40510.73,44601.77,2123.89,21,Not Applicable,0.0,United Kingdom
CUST-011574,1,Premium,58,2,Medium,0,0,9,64,61-90 days,21717.79,19606.16,594.13,33,Account Issues,7842.464,France
CUST-036619,0,Consumer,16,3,Medium,3,5,3,80,61-90 days,4583.95,3634.95,1817.47,2,Not Applicable,0.0,Netherlands
CUST-016614,1,Premium,1,1,Low,3,3,6,51,31-60 days,24716.87,24297.18,2429.72,10,Better Price Elsewhere,9718.872,United States
CUST-022052,0,Consumer,6,3,Medium,5,9,6,63,61-90 days,36449.96,38983.11,2598.87,15,Not Applicable,0.0,Saudi Arabia
CUST-026007,1,Premium,50,2,Medium,19,4,9,19,0-30 days,26323.54,20495.0,1863.18,11,Payment Problems,8198.0,United Kingdom
CUST-019084,0,Premium,21,3,High,7,1,3,263,181-270 days,16605.25,19200.78,3200.13,6,Not Applicable,0.0,United Arab Emirates
CUST-019339,0,Premium,31,4,Medium,2,6,9,6,0-30 days,35088.77,33710.45,1532.29,22,Not Applicable,0.0,Pakistan
CUST-015362,1,Consumer,53,2,Low,19,4,9,137,91-180 days,42408.82,37097.72,757.1,49,Shipping Issues,14839.088000000002,Brazil
CUST-007424,0,Premium,29,2,Low,16,12,3,32,31-60 days,17064.79,16957.89,368.65,46,Not Applicable,0.0,Saudi Arabia
CUST-000427,1,Consumer,56,2,Medium,16,10,0,7,0-30 days,13267.04,15435.88,367.52,42,Too Expensive,6174.352,Singapore
CUST-018982,1,Enterprise,4,1,High,5,3,0,80,61-90 days,20597.63,17267.97,557.03,31,Poor Product Quality,6907.188000000001,Germany
CUST-043389,1,Small Business,15,1,High,6,9,2,255,181-270 days,37639.61,46181.71,962.12,48,No Longer Need Service,18472.684,Italy
CUST-013881,1,Consumer,34,1,High,10,1,1,78,61-90 days,16087.23,16288.23,2036.03,8,Payment Problems,6515.292,Netherlands
CUST-007688,0,Consumer,32,5,High,12,2,8,222,181-270 days,12547.38,13659.12,379.42,36,Not Applicable,0.0,United States
CUST-021749,0,Consumer,30,2,Low,13,15,5,30,0-30 days,21526.49,17546.71,797.58,22,Not Applicable,0.0,Canada
CUST-001581,0,Premium,32,2,High,14,12,2,50,31-60 days,14410.61,13008.47,333.55,39,Not Applicable,0.0,United States
CUST-004622,0,Consumer,17,2,Medium,14,13,4,186,181-270 days,20736.49,18422.36,0.0,0,Not Applicable,0.0,United States
CUST-028484,0,Consumer,30,5,Medium,18,6,8,74,61-90 days,2189.08,2539.88,76.97,33,Not Applicable,0.0,India
CUST-002430,1,Consumer,46,1,Medium,17,2,7,41,31-60 days,19064.72,19032.62,576.75,33,Poor Product Quality,7613.048000000002,Pakistan
CUST-038509,0,Consumer,25,5,Medium,9,11,3,27,0-30 days,10174.19,12002.3,545.56,22,Not Applicable,0.0,Germany
CUST-045013,0,Small Business,37,2,Medium,14,16,2,80,61-90 days,27667.39,33428.08,1392.84,24,Not Applicable,0.0,Italy
CUST-040689,0,Consumer,28,1,High,19,23,2,8,0-30 days,13214.23,10330.04,939.09,11,Not Applicable,0.0,Singapore
CUST-038941,1,Consumer,48,2,Low,17,20,1,36,31-60 days,7100.3,5598.03,174.94,32,Better Price Elsewhere,2239.212,Saudi Arabia
CUST-043957,0,Consumer,34,4,Medium,2,2,4,74,61-90 days,47338.25,46067.77,1354.93,34,Not Applicable,0.0,United Arab Emirates
CUST-019244,1,Consumer,57,4,Low,19,16,7,15,0-30 days,260.88,209.6,8.38,25,Too Expensive,83.84,Italy
CUST-020799,0,Premium,2,5,Medium,5,5,2,53,31-60 days,45089.45,36391.59,1254.88,29,Not Applicable,0.0,United States
CUST-008492,1,Consumer,2,5,Medium,0,0,0,79,61-90 days,29984.97,26957.23,816.89,33,Account Issues,10782.892,Netherlands
CUST-008848,1,Consumer,37,4,Low,8,9,7,205,181-270 days,9108.75,10356.54,345.22,30,Unhappy with Return Policy,4142.616000000001,Germany
CUST-036158,1,Small Business,28,3,High,5,9,1,77,61-90 days,41634.3,39501.08,1645.88,24,Found Alternative,15800.432,United Arab Emirates
CUST-005969,1,Premium,35,2,Medium,8,8,3,35,31-60 days,42804.42,40123.84,1337.46,30,Account Issues,16049.536,Spain
CUST-041038,1,Small Business,38,1,Medium,11,4,7,348,271-365 days,44189.76,38706.79,1843.18,21,Too Expensive,15482.716,Japan
CUST-002544,0,Premium,41,1,High,9,12,7,90,61-90 days,32495.9,38128.7,1657.77,23,Not Applicable,0.0,Brazil
CUST-044431,1,Small Business,22,5,Medium,18,17,9,11,0-30 days,16241.51,15201.4,760.07,20,Poor Customer Service,6080.56,Italy
CUST-040447,0,Consumer,22,3,High,4,6,3,110,91-180 days,18462.88,17951.64,1055.98,17,Not Applicable,0.0,France
CUST-021870,0,Enterprise,34,1,Medium,7,7,7,7,0-30 days,12759.22,12092.81,755.8,16,Not Applicable,0.0,Australia
CUST-010952,0,Premium,33,1,High,5,4,2,103,91-180 days,6091.6,4830.23,0.0,0,Not Applicable,0.0,Italy
CUST-048027,0,Small Business,38,3,Low,18,9,4,75,61-90 days,13899.47,13916.97,1265.18,11,Not Applicable,0.0,United States
CUST-002111,1,Consumer,21,1,High,1,2,4,80,61-90 days,42982.74,35134.88,798.52,44,Account Issues,14053.952,Brazil
CUST-031336,0,Small Business,30,2,Medium,7,4,4,44,31-60 days,33275.88,27519.96,27519.96,1,Not Applicable,0.0,Australia
CUST-040801,1,Small Business,32,5,Low,4,7,9,34,31-60 days,15064.75,18750.66,3125.11,6,Too Expensive,7500.264,United Kingdom
CUST-044394,0,Consumer,17,3,Low,6,6,2,14,0-30 days,44027.63,35510.22,1690.96,21,Not Applicable,0.0,United States
CUST-014959,1,Consumer,44,5,Low,19,15,5,35,31-60 days,8276.54,6399.74,336.83,19,Payment Problems,2559.896,France
CUST-019826,1,Consumer,18,3,High,10,14,8,71,61-90 days,28889.95,26654.44,634.63,42,Too Expensive,10661.776000000002,Canada
CUST-021293,1,Consumer,31,2,Medium,0,1,8,354,271-365 days,46222.74,40584.19,863.49,47,Found Alternative,16233.676000000001,United Arab Emirates
CUST-001312,0,Small Business,50,4,Medium,15,9,6,1,0-30 days,48546.64,46818.5,1040.41,45,Not Applicable,0.0,Netherlands
CUST-035278,0,Small Business,41,3,Medium,13,3,5,33,31-60 days,29345.68,26998.71,3856.96,7,Not Applicable,0.0,Italy
CUST-014935,0,Premium,7,2,High,0,1,4,37,31-60 days,44300.45,45173.84,1328.64,34,Not Applicable,0.0,Australia
CUST-043752,0,Enterprise,48,2,Medium,19,15,1,73,61-90 days,25468.46,21141.98,459.61,46,Not Applicable,0.0,Mexico
CUST-005984,0,Small Business,40,2,High,10,4,4,21,0-30 days,50101.58,41722.16,20861.08,2,Not Applicable,0.0,Singapore
CUST-001380,0,Consumer,59,4,Medium,7,5,1,171,91-180 days,44250.39,36180.48,2584.32,14,Not Applicable,0.0,India
CUST-004205,1,Enterprise,6,2,Low,8,9,7,284,271-365 days,12101.03,9809.24,326.97,30,Poor Customer Service,3923.696,Netherlands
CUST-006889,0,Consumer,30,4,Medium,10,9,0,280,271-365 days,51528.83,48100.93,12025.23,4,Not Applicable,0.0,France
CUST-001988,1,Premium,20,2,Medium,6,3,2,42,31-60 days,37772.97,36543.66,987.67,37,Found Alternative,14617.464000000002,Mexico
CUST-041446,0,Consumer,11,5,Low,14,17,2,8,0-30 days,231.5,279.67,279.67,1,Not Applicable,0.0,Netherlands
CUST-008798,1,Small Business,48,2,Low,16,8,8,123,91-180 days,16639.63,18047.16,1503.93,12,Too Expensive,7218.8640000000005,Canada
CUST-023816,0,Premium,11,4,Low,4,4,2,39,31-60 days,403.35,349.72,10.6,33,Not Applicable,0.0,Mexico
CUST-000787,0,Small Business,50,2,Medium,17,0,9,62,61-90 days,34559.01,35727.14,729.13,49,Not Applicable,0.0,United Kingdom
CUST-014191,0,Consumer,53,3,Medium,9,6,7,56,31-60 days,49964.65,39446.46,2629.76,15,Not Applicable,0.0,Netherlands
